Cobit Code,Cobit omschrijving,Cobit Vraag,AFM eigenaar,Secundair,Legenda,
"DSS06.03 Manage roles, responsibilities, access privileges and levels of authority.","Manage the business roles, responsibilities, levels of authority and segregation of duties needed to support the business process objectives. Authorise access to any information assets related to business information processes, including those under the custody of the business, IT and third parties. This ensures that the business knows where the data are and who is handling data on its behalf. ",3. Delete/remove access rights when users leave positions/units. ,HR,,,
"DSS06.03 Manage roles, responsibilities, access privileges and levels of authority.","Manage the business roles, responsibilities, levels of authority and segregation of duties needed to support the business process objectives. Authorise access to any information assets related to business information processes, including those under the custody of the business, IT and third parties. This ensures that the business knows where the data are and who is handling data on its behalf. ",4. Implement segregation of duties according to business processes to avoid fraud and unauthorised access. ,ISO2,,,
"DSS06.03 Manage roles, responsibilities, access privileges and levels of authority.","Manage the business roles, responsibilities, levels of authority and segregation of duties needed to support the business process objectives. Authorise access to any information assets related to business information processes, including those under the custody of the business, IT and third parties. This ensures that the business knows where the data are and who is handling data on its behalf. ",5. Follow up on authorisations. ,ISO1,,,
DSS06.04 Manage errors and exceptions. ,Manage business process exceptions and errors and facilitate their correction. Include escalation of business process errors and exceptions and the execution of defined corrective actions. This provides assurance of the accuracy and integrity of the business information process. ,1. Grant/remove access in emergency situations. ,IT,,,
DSS06.05 Ensure traceability of Information events and accountabilities.,Ensure that business information can be traced to the originating business event and accountable parties. This enables traceability of the information through its life cycle and related processes. This provides assurance that information that drives the business is reliable and has been processed in accordance with defined objectives. ,,,,,
DSS06.06 Secure information assets. ,"Secure information assets accessible by the business through approved methods, including information in electronic form (such as methods that create new assets in any form, portable media devices, user applications and storage devices), information in physical form (such as source documents or output reports) and information during transit. This benefits the business by providing end-to-end safeguarding of information. ","1. Enforce data classification, acceptable use, and security policies and procedures to support information asset protection. ",ISO2,,,
MEA01.01 Establish a monitoring approach. ,"Engage with stakeholders to establish and maintain a monitoring approach to define the objectives, scope and method for measuring business solution and service delivery and contribution to enterprise objectives. Integrate this approach with the corporate performance management system. ",1. Identify and confirm information security stakeholders. ,ISO2,,,
MEA01.01 Establish a monitoring approach. ,"Engage with stakeholders to establish and maintain a monitoring approach to define the objectives, scope and method for measuring business solution and service delivery and contribution to enterprise objectives. Integrate this approach with the corporate performance management system. ",2. Engage with stakeholders and communicate the information security requirements and objectives for monitoring and reporting. ,ISO2,,,
MEA01.01 Establish a monitoring approach. ,"Engage with stakeholders to establish and maintain a monitoring approach to define the objectives, scope and method for measuring business solution and service delivery and contribution to enterprise objectives. Integrate this approach with the corporate performance management system. ",3. Align and continually maintain the information security monitoring and evaluation approach with the IT and enterprise approaches. ,ISO2,,,
MEA01.01 Establish a monitoring approach. ,"Engage with stakeholders to establish and maintain a monitoring approach to define the objectives, scope and method for measuring business solution and service delivery and contribution to enterprise objectives. Integrate this approach with the corporate performance management system. ",4. Establish the information security monitoring process and procedure. ,ISO1,,,
MEA01.01 Establish a monitoring approach. ,"Engage with stakeholders to establish and maintain a monitoring approach to define the objectives, scope and method for measuring business solution and service delivery and contribution to enterprise objectives. Integrate this approach with the corporate performance management system. ",5. Agree on a life cycle management and change control process for information security monitoring and reporting. ,ISO1,,,
MEA01.01 Establish a monitoring approach. ,"Engage with stakeholders to establish and maintain a monitoring approach to define the objectives, scope and method for measuring business solution and service delivery and contribution to enterprise objectives. Integrate this approach with the corporate performance management system. ","6. Request, prioritise and allocate resources for monitoring information security. ",ISO1,,,
MEA01.02 Set performance and conformance targets.,"Work with the stakeholders to define, periodically review, update and approve performance and conformance targets within the performance measurement system. ",1. Define information security performance targets consistent with overall IT performance standards. ,IT,,,
MEA01.02 Set performance and conformance targets.,"Work with the stakeholders to define, periodically review, update and approve performance and conformance targets within the performance measurement system. ",2. Communicate information security performance and conformance targets with key due diligence stakeholders. ,IT,,,
MEA01.02 Set performance and conformance targets.,"Work with the stakeholders to define, periodically review, update and approve performance and conformance targets within the performance measurement system. ","3. Evaluate whether the information security goals and metrics are adequate, i.e., specific, measurable, achievable, relevant and time-bound. ",IT,,,
MEA01.03 Collect and process performance and conformance data.,Collect and process timely and accurate data aligned with enterprise approaches. ,"1. Collect and analyse performance and conformance data relating to information security and information risk management (e.g., information security metrics, information security reports). ",ISO2,,,
MEA01.03 Collect and process performance and conformance data.,Collect and process timely and accurate data aligned with enterprise approaches. ,"2. Assess the efficiency, appropriateness and integrity of collected data. ",ISO2,,,
MEA01.04 Analyse and report performance. ,"Periodically review and report performance against targets, using a method that provides a succinct all-around view of IT performance and fits within the enterprise monitoring system. ","1. Design, implement and agree on a range of information security performance reports. ",ISO1,,,
MEA01.04 Analyse and report performance. ,"Periodically review and report performance against targets, using a method that provides a succinct all-around view of IT performance and fits within the enterprise monitoring system. ","2. Compare the performance values to internal targets and benchmarks and, where possible, to external benchmarks (industry and key competitors). ",ISO1,,,
MEA01.05 Ensure the implementation of corrective actions.,"Assist stakeholders in identifying, initiating and tracking corrective actions to address anomalies. ",1. Develop a tracking process for corrective actions on information security issues. ,ISO1,,,
MEA02.01 Monitor internal controls. ,"Continuously monitor, benchmark and improve the IT control environment and control framework to meet organisational objectives. ",1. Perform a periodic review of information security policies and procedures. ,ISO2,,,
MEA02.01 Monitor internal controls. ,"Continuously monitor, benchmark and improve the IT control environment and control framework to meet organisational objectives. ","2. Determine the assurance scope, i.e., information security controls to be assessed. ",IAD,,,
MEA02.01 Monitor internal controls. ,"Continuously monitor, benchmark and improve the IT control environment and control framework to meet organisational objectives. ",3. Establish a formal approach to information security assurance. ,IAD,,,
MEA02.02 Review business process controls effectiveness.,"Review the operation of controls, including a review of monitoring and test evidence, to ensure that controls within business processes operate effectively. Include activities to maintain evidence of the effective operation of controls through mechanisms such as periodic testing of controls, continuous controls monitoring, independent assessments, command and control centres, and network operations centres. This provides the business with the assurance of control effectiveness to meet requirements related to business, regulatory and social responsibilities. ",1. Measure the effectiveness of information security controls. ,IAD,,,
MEA02.02 Review business process controls effectiveness.,"Review the operation of controls, including a review of monitoring and test evidence, to ensure that controls within business processes operate effectively. Include activities to maintain evidence of the effective operation of controls through mechanisms such as periodic testing of controls, continuous controls monitoring, independent assessments, command and control centres, and network operations centres. This provides the business with the assurance of control effectiveness to meet requirements related to business, regulatory and social responsibilities. ","2. Perform regular reviews of applications, systems and networks. ",IAD,,,
MEA02.03 Perform control self-assessments. ,"Encourage management and process owners to take positive ownership of control improvement through a continuing programme of self-assessment to evaluate the completeness and effectiveness of management’s control over processes, policies and contracts. ",1. Perform information security assurance assessments (independent and self-assessment) to identify control weaknesses. ,ISO2,,,
MEA02.04 Identify and report control deficiencies. ,Identify control deficiencies and analyse and identify their underlying root causes. Escalate control deficiencies and report to stakeholders. ,1. Review information security incident reports for control deficiencies. Report and address noted deficiencies. ,ISO2,,,
MEA02.05 Ensure that assurance providers are independent and qualified.,"Ensure that the entities performing assurance are independent from the function, groups or organisations in scope. The entities performing assurance should demonstrate an appropriate attitude and appearance, competence in the skills and knowledge necessary to perform assurance, and adherence to codes of ethics and professional standards. ",1. Establish competencies and qualifications for the assurance provider. ,IAD,,,
MEA02.06 Plan assurance initiatives. ,"Plan assurance initiatives based on enterprise objectives and strategic priorities, inherent risk, resource constraints, and sufficient knowledge of the enterprise. ",1. Agree to the objectives of the information security assurance review. ,IAD,,,
MEA02.07 Scope assurance initiatives. ,"Define and agree with management on the scope of the assurance initiative, based on the assurance objectives. ",1. Document the details of the engagement with the organisation completing the review. ,IAD,,,
MEA02.08 Execute assurance initiatives. ,"Execute the planned assurance initiative. Report on identified findings. Provide positive assurance opinions, where appropriate, and recommendations for improvement relating to identified operational performance, external compliance and internal control system residual risk. ",1. Produce and issue signed-off information security assurance report. ,IAD,,,
MEA03.01 Identify external compliance requirements.,"On a continuous basis, identify and monitor for changes in local and international laws, regulations and other external requirements that must be complied with from an IT perspective. ",1. Establish arrangements for monitoring information security compliance to external requirements. ,ISO2,,,
MEA03.01 Identify external compliance requirements.,"On a continuous basis, identify and monitor for changes in local and international laws, regulations and other external requirements that must be complied with from an IT perspective. ",2. Identify information security compliance targets for external requirements. ,ISO2,,,
MEA03.01 Identify external compliance requirements.,"On a continuous basis, identify and monitor for changes in local and international laws, regulations and other external requirements that must be complied with from an IT perspective. ","3. Determine external compliance requirements to be met (including legal, regulatory, privacy and contractual). ",ISO2,P,,
MEA03.01 Identify external compliance requirements.,"On a continuous basis, identify and monitor for changes in local and international laws, regulations and other external requirements that must be complied with from an IT perspective. ",4. Identify and communicate sources of information security material to help meet external compliance requirements. ,ISO2,,,
MEA03.02 Optimise response to external requirements.,"Review and adjust policies, principles, standards, procedures and methodologies to ensure that legal, regulatory and contractual requirements are addressed and communicated. Consider industry standards, codes of good practice, and good practice guidance for adoption and adaptation. ",1. Review and communicate external requirements to all relevant stakeholders. ,ISO2,,,
MEA03.03 Confirm external compliance. ,"Confirm compliance of policies, principles, standards, procedures and methodologies with legal, regulatory and contractual requirements. ",1. Collect and analyse compliance data relating to information security and information risk management. ,RM,,,
MEA03.04 Obtain assurance of external compliance ,"Obtain and report assurance of compliance and adherence with policies, principles, standards, procedures and methodologies. Confirm that corrective actions to address compliance gaps are closed in a timely manner. ",1. Gain evidence from the third parties. ,ISO1,,,
