practice_id,activity
BAI09.05,1. Maintain a register of all purchased software licences and associated licence agreements.
BAI09.05,"2. On a regular basis, conduct an audit to identify all instances of installed licensed software."
BAI09.05,3. Compare the number of installed software instances with the number of licences owned.
BAI09.05,"4. When instances are lower than the number owned, decide whether there is a need to retain or terminate licences, considering the potential to save on unnecessary maintenance, training and other costs."
BAI09.05,"5. When instances are higher than the number owned, consider first the opportunity to uninstall instances that are no longer required or justified, and then, if necessary, purchase additional licences to comply with the licence agreement."
BAI09.05,"6. On a regular basis, consider whether better value can be obtained by upgrading products and associated licences."
BAI10.01,"1. Define and agree on the scope and level of detail for configuration management (i.e., which services, assets and infrastructure configurable items to include)."
BAI10.01,"2. Establish and maintain a logical model for configuration management, including information on configuration item types, configuration item attributes, relationship types, relationship attributes and status codes."
BAI10.02,1. Identify and classify configuration items and populate the repository.
BAI10.02,"2. Create, review and formally agree on configuration baselines of a service, application or infrastructure."
BAI10.03,1. Regularly identify all changes to configuration items.
BAI10.03,2. Review proposed changes to configuration items against the baseline to ensure completeness and accuracy.
BAI10.03,3. Update configuration details for approved changes to configuration items.
BAI10.03,"4. Create, review and formally agree on changes to configuration baselines whenever needed."
BAI10.04,1. Identify status changes of configuration items and report against the baseline.
BAI10.04,2. Match all configuration changes with approved requests for change to identify any unauthorised changes. Report unauthorised changes to change management.
BAI10.04,"3. Identify reporting requirements from all stakeholders, including content, frequency and media. Produce reports according to the identified requirements."
BAI10.05,"1. Periodically verify live configuration items against the configuration repository by comparing physical and logical configurations and using appropriate discovery tools, as required."
BAI10.05,2. Report and review all deviations for approved corrections or action to remove any unauthorised assets.
BAI10.05,"3. Periodically verify that all physical configuration items, as defined in the repository, physically exist. Report any deviations to management."
BAI10.05,4. Set and periodically review the target for completeness of the configuration repository based on business need.
BAI10.05,"5. Periodically compare the degree of completeness and accuracy against targets and take remedial action, as necessary, to improve the quality of the repository data."
DSS01.01,1. Develop and maintain operational procedures and related activities to support all delivered services.
DSS01.01,"2. Maintain a schedule of operational activities, perform the activities, and manage the performance and throughput of the scheduled activities."
DSS01.01,"3. Verify that all data expected for processing are received and processed completely, accurately and in a timely manner. Deliver output in accordance with enterprise requirements. Support restart and reprocessing needs. Ensure that users are receiving the right outputs in a secure and timely manner."
DSS01.01,"4. Ensure that applicable security standards are met for the receipt, processing, storage and output of data in a way that meets enterprise objectives, the enterprise’s security policy and regulatory requirements."
DSS01.01,"5. Schedule, take and log backups in accordance with established policies and procedures."
DSS01.02,1. Ensure that the enterprise’s requirements for security of information processes are adhered to in accordance with contracts and SLAs with third parties hosting or providing services.
DSS01.02,2. Ensure that the enterprise’s operational business and IT processing requirements and priorities for service delivery are adhered to in accordance with contracts and SLAs with third parties hosting or providing services.
DSS01.02,"3. Integrate critical internal IT management processes with those of outsourced service providers, covering, e.g., performance and capacity planning, change management, configuration management, service request and incident management, problem management, security management, business continuity, and the monitoring of process performance and reporting."
DSS01.02,4. Plan for independent audit and assurance of the operational environments of outsourced providers to confirm that agreed-on requirements are being adequately addressed.
DSS01.03,"1. Log events, identifying the level of information to be recorded based on a consideration of risk and performance."
DSS01.03,2. Identify and maintain a list of infrastructure assets that need to be monitored based on service criticality and the relationship between configuration items and services that depend on them.
DSS01.03,3. Define and implement rules that identify and record threshold breaches and event conditions. Find a balance between generating spurious minor events and significant events so event logs are not overloaded with unnecessary information.
DSS01.03,4. Produce event logs and retain them for an appropriate period to assist in future investigations.
DSS01.03,5. Establish procedures for monitoring event logs and conduct regular reviews.
DSS01.03,6. Ensure that incident tickets are created in a timely manner when monitoring identifies deviations from defined thresholds.
DSS01.04,1. Identify natural and man-made disasters that might occur in the area within which the IT facilities are located. Assess the potential effect on the IT facilities.
DSS01.04,"2. Identify how IT equipment, including mobile and off-site equipment, is protected against environmental threats. Ensure that the policy limits or excludes eating, drinking and smoking in sensitive areas, and prohibits storage of stationery and other supplies posing a fire hazard within computer rooms."
DSS01.04,3. Situate and construct IT facilities to minimise and mitigate susceptibility to environmental threats.
DSS01.04,"4. Regularly monitor and maintain devices that proactively detect environmental threats (e.g., fire, water, smoke, humidity)."
DSS01.04,"5. Respond to environmental alarms and other notifications. Document and test procedures, which should include prioritisation of alarms and contact with local emergency response authorities, and train personnel in these procedures."
DSS01.04,6. Compare measures and contingency plans against insurance policy requirements and report results. Address points of non-compliance in a timely manner.
DSS01.04,"7. Ensure that IT sites are built and designed to minimise the impact of environmental risk (e.g., theft, air, fire, smoke, water, vibration, terror, vandalism, chemicals, explosives). Consider specific security zones and/or fireproof cells (e.g., locating production and development environments/servers away from each other)."
DSS01.04,"8. Keep the IT sites and server rooms clean and in a safe condition at all times (i.e., no mess, no paper or cardboard boxes, no filled dustbins, no flammable chemicals or materials)."
DSS01.05,"1. Examine the IT facilities’ requirement for protection against power fluctuations and outages, in conjunction with other business continuity planning requirements. Procure suitable uninterruptible supply equipment (e.g., batteries, generators) to support business continuity planning."
DSS01.05,"2. Regularly test the uninterruptible power supply’s mechanisms, and ensure that power can be switched to the supply without any significant effect on business operations."
DSS01.05,"3. Ensure that the facilities housing the IT systems have more than one source for dependent utilities (e.g., power, telecommunications, water, gas). Separate the physical entrance of each utility."
DSS01.05,"4. Confirm that cabling external to the IT site is located underground or has suitable alternative protection. Determine that cabling within the IT site is contained within secured conduits, and wiring cabinets have access restricted to authorised personnel. Properly protect cabling against damage caused by fire, smoke, water, interception and interference."
DSS01.05,"5. Ensure that cabling and physical patching (data and phone) are structured and organised. Cabling and conduit structures should be documented (e.g., blueprint building plan and wiring diagrams)."
DSS01.05,6. Analyse the facilities housing’s high-availability systems for redundancy and fail-over cabling requirements (external and internal).
DSS01.05,"7. Ensure that IT sites and facilities are in ongoing compliance with relevant health and safety laws, regulations, guidelines, and vendor specifications."
DSS01.05,"8. Educate personnel on a regular basis on health and safety laws, regulations, and relevant guidelines. Educate personnel on fire and rescue drills to ensure knowledge and actions taken in case of fire or similar incidents."
DSS01.05,"9. Record, monitor, manage and resolve facilities incidents in line with the IT incident management process. Make available reports on facilities incidents where disclosure is required in terms of laws and regulations."
DSS01.05,10. Ensure that IT sites and equipment are maintained according to the supplier’s recommended service intervals and specifications. The maintenance must be carried out only by authorised personnel.
DSS01.05,"11. Analyse physical alterations to IT sites or premises to reassess the environmental risk (e.g., fire or water damage). Report results of this analysis to business continuity and facilities management."
DSS02.01,"1. Define incident and service request classification and prioritisation schemes and criteria for problem registration, to ensure consistent approaches for handling, informing users about and conducting trend analysis."
DSS02.01,2. Define incident models for known errors to enable efficient and effective resolution.
DSS02.01,3. Define service request models according to service request type to enable self-help and efficient service for standard requests.
DSS02.01,"4. Define incident escalation rules and procedures, especially for major incidents and security incidents."
DSS02.01,5. Define incident and request knowledge sources and their use.
DSS02.02,"1. Log all service requests and incidents, recording all relevant information so that they can be handled effectively and a full historical record can be maintained."
DSS02.02,"2. To enable trend analysis, classify service requests and incidents by identifying type and category."
DSS02.02,3. Prioritise service requests and incidents based on SLA service definition of business impact and urgency.
DSS02.03,"1. Verify entitlement for service requests using, where possible, a predefined process flow and standard changes."
DSS02.03,"2. Obtain financial and functional approval or sign-off, if required, or predefined approvals for agreed-on standard changes."
DSS02.03,"3. Fulfil the requests by performing the selected request procedure, using, where possible, self-help automated menus and predefined request models for frequently requested items."
DSS02.04,"1. Identify and describe relevant symptoms to establish the most probable causes, of the incidents. Reference available knowledge resources (including known errors and problems) to identify possible incident resolutions (temporary workarounds and/or permanent solutions)."
DSS02.04,"2. If a related problem or known error does not already exist and if the incident satisfies agreed-on criteria for problem registration, log a new problem."
DSS02.04,"3. Assign incidents to specialist functions if deeper expertise is needed, and engage the appropriate level of management, where and if needed."
DSS02.05,1. Select and apply the most appropriate incident resolutions (temporary workaround and/or permanent solution).
DSS02.05,2. Record whether workarounds were used for incident resolution.
DSS02.05,"3. Perform recovery actions, if required."
DSS02.05,4. Document incident resolution and assess if the resolution can be used as a future knowledge source.
DSS02.06,1. Verify with the affected users (if agreed on) that the service request has been satisfactory fulfilled or the incident has been satisfactory resolved.
DSS02.06,2. Close service requests and incidents.
DSS02.07,1. Monitor and track incident escalations and resolutions and request handling procedures to progress towards resolution or completion.
DSS02.07,2. Identify information stakeholders and their needs for data or reports. Identify reporting frequency and medium.
DSS02.07,"3. Analyse incidents and service requests by category and type to establish trends and identify patterns of recurring issues, SLA breaches or inefficiencies. Use the information as input to continual improvement planning."
DSS02.07,4. Produce and distribute timely reports or provide controlled access to online data.
DSS03.01,"1. Identify problems through the correlation of incident reports, error logs and other problem identification resources. Determine priority levels and categorisation to address problems in a timely manner based on business risk and service definition."
DSS03.01,"2. Handle all problems formally with access to all relevant data, including information from the change management system and IT configuration/asset and incident details."
DSS03.01,"3. Define appropriate support groups to assist with problem identification, root cause analysis and solution determination to support problem management. Determine support groups based on pre-defined categories, such as hardware, network, software, applications and support software."
DSS03.01,4. Define priority levels through consultation with the business to ensure that problem identification and root cause analysis are handled in a timely manner according to the agreed-on SLAs. Base priority levels on business impact and urgency.
DSS03.01,5. Report the status of identified problems to the service desk so customers and IT management can be kept informed.
DSS03.01,"6. Maintain a single problem management catalogue to register and report problems identified and to establish audit trails of the problem management processes, including the status of each problem (i.e., open, reopen, in progress or closed)."
DSS03.02,"1. Identify problems that may be known errors by comparing incident data with the database of known and suspected errors (e.g., those communicated by external vendors) and classify problems as a known error."
DSS03.02,2. Associate the affected configuration items to the established/known error.
DSS03.02,"3. Produce reports to communicate the progress in resolving problems and to monitor the continuing impact of problems not solved. Monitor the status of the problem-handling process throughout its life cycle, including input from change and configuration management."
DSS03.03,"1. As soon as the root causes of problems are identified, create known-error records and develop a suitable workaround."
DSS03.03,"2. Identify, evaluate, prioritise and process (via change management) solutions to known errors based on a cost-benefit business case and business impact and urgency."
DSS03.04,1. Close problem records either after confirmation of successful elimination of the known error or after agreement with the business on how to alternatively handle the problem.
DSS03.04,"2. Inform the service desk of the schedule of problem closure, e.g., the schedule for fixing the known errors, the possible workaround or the fact that the problem will remain until the change is implemented, and the consequences of the approach taken. Keep affected users and customers informed as appropriate."
DSS03.04,"3. Throughout the resolution process, obtain regular reports from change management on progress in resolving problems and errors."
DSS03.04,4. Monitor the continuing impact of problems and known errors on services.
DSS03.04,5. Review and confirm the success of resolutions of major problems.
DSS03.04,6. Make sure the knowledge learned from the review is incorporated into a service review meeting with the business customer.
DSS03.05,"1. Capture problem information related to IT changes and incidents and communicate it to key stakeholders. This communication could take the form of reports to and periodic meetings amongst incident, problem, change and configuration management process owners to consider recent problems and potential corrective actions."
DSS03.05,"2. Ensure that process owners and managers from incident, problem, change and configuration management meet regularly to discuss known problems and future planned changes."
DSS03.05,"3. To enable the enterprise to monitor the total costs of problems, capture change efforts resulting from problem management process activities (e.g., fixes to problems and known errors) and report on them."
DSS03.05,"4. Produce reports to monitor the problem resolution against the business requirements and SLAs. Ensure the proper escalation of problems, e.g., escalation to a higher management level according to agreed-on criteria, contacting external vendors, or referring to the change advisory board to increase the priority of an urgent request for change (RFC) to implement a temporary workaround."
DSS03.05,"5. To optimise the use of resources and reduce workarounds, track problem trends."
DSS03.05,"6. Identify and initiate sustainable solutions (permanent fix) addressing the root cause, and raise change requests via the established change management processes."
DSS04.01,1. Identify internal and outsourced business processes and service activities that are critical to the enterprise operations or necessary to meet legal and/ or contractual obligations.
DSS04.01,2. Identify key stakeholders and roles and responsibilities for defining and agreeing on continuity policy and scope.
DSS04.01,3. Define and document the agreed-on minimum policy objectives and scope for business continuity and embed the need for continuity planning in the enterprise culture.
DSS04.01,4. Identify essential supporting business processes and related IT services.
DSS04.02,1. Identify potential scenarios likely to give rise to events that could cause significant disruptive incidents.
DSS04.02,2. Conduct a business impact analysis to evaluate the impact over time of a disruption to critical business functions and the effect that a disruption would have on them.
DSS04.02,3. Establish the minimum time required to recover a business process and supporting IT based on an acceptable length of business interruption and maximum tolerable outage.
DSS04.02,4. Assess the likelihood of threats that could cause loss of business continuity and identify measures that will reduce the likelihood and impact through improved prevention and increased resilience.
DSS04.02,5. Analyse continuity requirements to identify the possible strategic business and technical options.
DSS04.02,6. Determine the conditions and owners of key decisions that will cause the continuity plans to be invoked.
DSS04.02,7. Identify resource requirements and costs for each strategic technical option and make strategic recommendations.
DSS04.02,10. Obtain executive business approval for selected strategic options.
DSS04.03,"1. Define the incident response actions and communications to be taken in the event of disruption. Define related roles and responsibilities, including accountability for policy and implementation."
DSS04.03,"2. Develop and maintain operational BCPs containing the procedures to be followed to enable continued operation of critical business processes and/or temporary processing arrangements, including links to plans of outsourced service providers."
DSS04.03,3. Ensure that key suppliers and outsource partners have effective continuity plans in place. Obtain audited evidence as required.
DSS04.03,"4. Define the conditions and recovery procedures that would enable resumption of business processing, including updating and reconciliation of information databases to preserve information integrity."
DSS04.03,"5. Define and document the resources required to support the continuity and recovery procedures, considering people, facilities and IT infrastructure."
DSS04.03,"6. Define and document the information backup requirements required to support the plans, including plans and paper documents as well as data files, and consider the need for security and off-site storage."
DSS04.03,7. Determine required skills for individuals involved in executing the plan and procedures.
DSS04.03,8. Distribute the plans and supporting documentation securely to appropriately authorised interested parties and make sure they are accessible under all disaster scenarios.
DSS04.04,"1. Define objectives for exercising and testing the business, technical, logistical, administrative, procedural and operational systems of the plan to verify completeness of the BCP in meeting business risk."
DSS04.04,"2. Define and agree on with stakeholders exercises that are realistic, validate continuity procedures, and include roles and responsibilities and data retention arrangements that cause minimum disruption to business processes."
DSS04.04,3. Assign roles and responsibilities for performing continuity plan exercises and tests.
DSS04.04,4. Schedule exercises and test activities as defined in the continuity plan.
DSS04.04,5. Conduct a post-exercise debriefing and analysis to consider the achievement.
DSS04.04,6. Develop recommendations for improving the current continuity plan based on the results of the review.
DSS04.05,1. Review the continuity plan and capability on a regular basis against any assumptions made and current business operational and strategic objectives.
DSS04.05,"2. Consider whether a revised business impact assessment may be required, depending on the nature of the change."
DSS04.05,"3. Recommend and communicate changes in policy, plans, procedures, infrastructure, and roles and responsibilities for management approval and processing via the change management process."
DSS04.05,"4. Review the continuity plan on a regular basis to consider the impact of new or major changes to: enterprise organisation, business processes, outsourcing arrangements, technologies, infrastructure, operating systems and application systems."
DSS04.06,"1. Define and maintain training requirements and plans for those performing continuity planning, impact assessments, risk assessments, media communication and incident response. Ensure that the training plans consider frequency of training and training delivery mechanisms."
DSS04.06,2. Develop competencies based on practical training including participation in exercises and tests.
DSS04.06,3. Monitor skills and competencies based on the exercise and test results.
DSS04.07,"1. Back up systems, applications, data and documentation according to a defined schedule, considering:
• Frequency (monthly, weekly, daily, etc.)
• Mode of backup (e.g., disk mirroring for real-time backups vs. DVD-ROM for long-term retention)
• Type of backup (e.g., full vs. incremental)
• Type of media
• Automated online backups
• Data types (e.g., voice, optical)
• Creation of logs
• Critical end-user computing data (e.g., spreadsheets)
• Physical and logical location of data sources
• Security and access rights
• Encryption"
DSS04.07,"2. Ensure that systems, applications, data and documentation maintained or processed by third parties are adequately backed up or otherwise secured. Consider requiring return of backups from third parties. Consider escrow or deposit arrangements."
DSS04.07,3. Define requirements for on-site and off-site storage of backup data that meet the business requirements. Consider the accessibility required to back up data.
DSS04.07,4. Roll out BCP awareness and training.
DSS04.07,5. Periodically test and refresh archived and backup data.
DSS04.08,1. Assess adherence to the documented BCP.
DSS04.08,"2. Determine the effectiveness of the plan, continuity capabilities, roles and responsibilities, skills and competencies, resilience to the incident, technical infrastructure, and organisational structures and relationships."
DSS04.08,3. Identify weaknesses or omissions in the plan and capabilities and make recommendations for improvement.
DSS04.08,4. Obtain management approval for any changes to the plan and apply via the enterprise change control process.
DSS05.01,1. Communicate malicious software awareness and enforce prevention procedures and responsibilities.
DSS05.01,"2. Install and activate malicious software protection tools on all processing facilities, with malicious software definition files that are updated as required (automatically or semi-automatically)."
DSS05.01,3. Distribute all protection software centrally (version and patch-level) using centralised configuration and change management.
DSS05.01,"4. Regularly review and evaluate information on new potential threats (e.g., reviewing vendors’ products and services security advisories)."
DSS05.01,"5. Filter incoming traffic, such as email and downloads, to protect against unsolicited information (e.g., spyware, phishing emails)."
DSS05.01,6. Conduct periodic training about malware in email and Internet usage. Train users to not install shared or unapproved software.
DSS05.02,"1. Based on risk assessments and business requirements, establish and maintain a policy for security of connectivity."
DSS05.02,2. Allow only authorised devices to have access to corporate information and the enterprise network. Configure these devices to force password entry.
DSS05.02,"3. Implement network filtering mechanisms, such as firewalls and intrusion detection software, with appropriate policies to control inbound and outbound traffic."
DSS05.02,4. Encrypt information in transit according to its classification.
DSS05.02,5. Apply approved security protocols to network connectivity.
DSS05.02,6. Configure network equipment in a secure manner.
DSS05.02,7. Establish trusted mechanisms to support the secure transmission and receipt of information.
DSS05.02,8. Carry out periodic penetration testing to determine adequacy of network protection.
DSS05.02,9. Carry out periodic testing of system security to determine adequacy of system protection.
DSS05.03,1. Configure operating systems in a secure manner.
DSS05.03,2. Implement device lockdown mechanisms.
DSS05.03,3. Encrypt information in storage according to its classification.
DSS05.03,4. Manage remote access and control.
DSS05.03,5. Manage network configuration in a secure manner.
DSS05.03,6. Implement network traffic filtering on endpoint devices.
DSS05.03,7. Protect system integrity.
DSS05.03,8. Provide physical protection of endpoint devices.
DSS05.03,9. Dispose of endpoint devices securely.
DSS05.04,"1. Maintain user access rights in accordance with business function and process requirements. Align the management of identities and access rights to the defined roles and responsibilities, based on least-privilege, need-to-have and need-to-know principles."
DSS05.04,"2. Uniquely identify all information processing activities by functional roles, co-ordinating with business units to ensure that all roles are consistently defined, including roles that are defined by the business itself within business process applications."
DSS05.04,"3. Authenticate all access to information assets based on their security classification, co-ordinating with business units that manage authentication within applications used in business processes to ensure that authentication controls have been properly administered."
DSS05.04,"4. Administer all changes to access rights (creation, modifications and deletions) to take effect at the appropriate time based only on approved and documented transactions authorised by designated management individuals."
DSS05.04,5. Segregate and manage privileged user accounts.
DSS05.04,6. Perform regular management review of all accounts and related privileges.
DSS05.04,"7. Ensure that all users (internal, external and temporary) and their activity on IT systems (business application, IT infrastructure, system operations, development and maintenance) are uniquely identifiable. Uniquely identify all information processing activities by user."
DSS05.04,8. Maintain an audit trail of access to information classified as highly sensitive.
DSS05.05,"1. Manage the requesting and granting of access to the computing facilities. Formal access requests are to be completed and authorised by management of the IT site, and the request records retained. The forms should specifically identify the areas to which the individual is granted access."
DSS05.05,"2. Ensure that access profiles remain current. Base access to IT sites (server rooms, buildings, areas or zones) on job function and responsibilities."
DSS05.05,"3. Log and monitor all entry points to IT sites. Register all visitors, including contractors and vendors, to the site."
DSS05.05,4. Instruct all personnel to display visible identification at all times. Prevent the issuance of identity cards or badges without proper authorisation.
DSS05.05,"5. Require visitors to be escorted at all times while on-site. If an unaccompanied, unfamiliar individual who is not wearing staff identification is identified, alert security personnel."
DSS05.05,"6. Restrict access to sensitive IT sites by establishing perimeter restrictions, such as fences, walls, and security devices on interior and exterior doors. Ensure that the devices record entry and trigger an alarm in the event of unauthorised access. Examples of such devices include badges or key cards, keypads, closed-circuit television and biometric scanners."
DSS05.05,7. Conduct regular physical security awareness training.
DSS05.06,"1. Establish procedures to govern the receipt, use, removal and disposal of special forms and output devices into, within and out of the enterprise."
DSS05.06,"2. Assign access privileges to sensitive documents and output devices based on the least-privilege principle, balancing risk and business requirements."
DSS05.06,"3. Establish an inventory of sensitive documents and output devices, and conduct regular reconciliations."
DSS05.06,4. Establish appropriate physical safeguards over special forms and sensitive devices.
DSS05.06,"5. Destroy sensitive information and protect output devices (e.g., degaussing of electronic media, physical destruction of memory devices, making shredders or locked paper baskets available to destroy special forms and other confidential papers)."
DSS05.07,"1. Log security-related events reported by infrastructure security monitoring tools, identifying the level of information to be recorded based on a consideration of risk. Retain them for an appropriate period to assist in future investigations."
DSS05.07,2. Define and communicate the nature and characteristics of potential security-related incidents so they can be easily recognised and their impacts understood to enable a commensurate response.
DSS05.07,3. Regularly review the event logs for potential incidents.
DSS05.07,4. Maintain a procedure for evidence collection in line with local forensic evidence rules and ensure that all staff are made aware of the requirements.
DSS05.07,5. Ensure that security incident tickets are created in a timely manner when monitoring identifies potential security incidents.
DSS06.01,"1. Identify and document control activities of key business processes to satisfy control requirements for strategic, operational, reporting and compliance objectives"
DSS06.01,2. Prioritise control activities based on the inherent risk to the business and identify key controls.
DSS06.01,3. Ensure ownership of key control activities.
DSS06.01,4. Continually monitor control activities on an end-to-end basis to identify opportunities for improvement.
DSS06.01,5. Continually improve the design and operation of business process controls.
DSS06.02,"1. Create transactions by authorised individuals following established procedures, including, where appropriate, adequate segregation of duties regarding the origination and approval of these transactions."
DSS06.02,2. Authenticate the originator of transactions and verify that he/she has the authority to originate the transaction.
DSS06.02,"3. Input transactions in a timely manner. Verify that transactions are accurate, complete and valid. Validate input data and edit or, where applicable, send back for correction as close to the point of origination as possible."
DSS06.02,"4. Correct and resubmit data that were erroneously input without compromising original transaction authorisation levels. Where appropriate for reconstruction, retain original source documents for the appropriate amount of time."
DSS06.02,5. Maintain the integrity and validity of data throughout the processing cycle. Ensure that detection of erroneous transactions does not disrupt processing of valid transactions.
DSS06.02,6. Maintain the integrity of data during unexpected interruptions in business processing and confirm data integrity after processing failures.
DSS06.02,"7. Handle output in an authorised manner, deliver to the appropriate recipient and protect the information during transmission. Verify the accuracy and completeness of the output."
DSS06.02,"8. Before passing transaction data between internal applications and business/operational functions (inside or outside the enterprise), check for proper addressing, authenticity of origin and integrity of content. Maintain authenticity and integrity during transmission or transport."
DSS06.03,1. Allocate roles and responsibilities based on approved job descriptions and allocated business process activities.
DSS06.03,"2. Allocate levels of authority for approval of transactions, limits and any other decisions relating to the business process, based on approved job roles."
DSS06.03,"3. Allocate access rights and privileges based on only what is required to perform job activities, based on pre-defined job roles. Remove or revise access rights immediately if the job role changes or a staff member leaves the business process area. Periodically review to ensure that the access is appropriate for the current threats, risk, technology and business need."
DSS06.03,4. Allocate roles for sensitive activities so that there is a clear segregation of duties.
DSS06.03,"5. Provide awareness and training regarding roles and responsibilities on a regular basis so that everyone understands their responsibilities; the importance of controls; and the integrity, confidentiality and privacy of company information in all its forms."
DSS06.03,"6. Periodically review access control definitions, logs and exception reports to ensure that all access privileges are valid and aligned with current staff members and their allocated roles."
DSS06.04,"1. Define and maintain procedures to assign ownership, correct errors, override errors and handle out-of-balance conditions."
DSS06.04,"2. Review errors, exceptions and deviations."
DSS06.04,"3. Follow up, correct, approve and resubmit source documents and transactions."
DSS06.04,4. Maintain evidence of remedial actions.
DSS06.04,5. Report relevant business information process errors in a timely manner to perform root cause and trending analysis.
DSS06.05,"1. Define retention requirements, based on business requirements, to meet operational, financial reporting and compliance needs."
DSS06.05,"2. Capture source information, supporting evidence and the record of transactions."
DSS06.05,"3. Dispose of source information, supporting evidence and the record of transactions in accordance with the retention policy."
DSS06.06,1. Apply data classification and acceptable use and security policies and procedures to protect information assets under the control of the business.
DSS06.06,2. Provide acceptable use awareness and training.
DSS06.06,"3. Restrict use, distribution and physical access of information according to its classification."
DSS06.06,"4. Identify and implement processes, tools and techniques to reasonably verify compliance."
DSS06.06,5. Report to business and other stakeholders on violations and deviations.
MEA01.01,"1. Identify stakeholders (e.g., management, process owners and users)."
MEA01.01,"2. Engage with stakeholders and communicate the enterprise requirements and objectives for monitoring, aggregating and reporting, using common definitions (e.g., enterprise glossary, metadata and taxonomy), baselining and benchmarking."
MEA01.01,"3. Align and continually maintain the monitoring and evaluation approach with the enterprise approach and the tools to be used for data gathering and enterprise reporting (e.g., business intelligence applications)."
MEA01.01,"4. Agree on the goals and metrics (e.g., conformance, performance, value, risk), taxonomy (classification and relationships between goals and metrics) and data (evidence) retention."
MEA01.01,"5. Agree on a life cycle management and change control process for monitoring and reporting. Include improvement opportunities for reporting, metrics, approach, baselining and benchmarking."
MEA01.01,"6. Request, prioritise and allocate resources for monitoring (consider appropriateness, efficiency, effectiveness and confidentiality)."
MEA01.01,"7. Periodically validate the approach used and identify new or changed stakeholders, requirements and resources."
MEA01.02,1. Define and periodically review with stakeholders the goals and metrics to identify any significant missing items and define reasonableness of targets and tolerances.
MEA01.02,"2. Communicate proposed changes to performance and conformance targets and tolerances (relating to metrics) with key due diligence stakeholders (e.g., legal, audit, HR, ethics, compliance, finance)."
MEA01.02,3. Publish changed targets and tolerances to users of this information.
MEA01.02,"4. Evaluate whether the goals and metrics are adequate, i.e., specific, measurable, achievable, relevant and time-bound (SMART)."
MEA01.03,"1. Collect data from defined processes—automated, where possible."
MEA01.03,2. Assess efficiency (effort in relation to insight provided) and appropriateness (usefulness and meaning) and validate integrity (accuracy and completeness) of collected data.
MEA01.03,3. Aggregate data to support measurement of agreed-on metrics.
MEA01.03,4. Align aggregated data to the enterprise reporting approach and objectives.
MEA01.03,5. Use suitable tools and systems for the processing and format of data for analysis.
MEA01.04,"1. Design process performance reports that are concise, easy to understand, and tailored to various management needs and audiences. Facilitate effective, timely decision making (e.g., scorecards, traffic light reports) and ensure that the cause and effect between goals and metrics are communicated in an understandable manner."
MEA01.04,"2. Compare the performance values to internal targets and benchmarks and, where possible, to external benchmarks (industry and key competitors)."
MEA01.04,"3. Recommend changes to the goals and metrics, where appropriate."
MEA01.04,4. Distribute reports to the relevant stakeholders.
MEA01.04,"5. Analyse the cause of deviations against targets, initiate remedial actions, assign responsibilities for remediation, and follow up. At appropriate times, review all deviations and search for root causes, where necessary. Document the issues for further guidance if the problem recurs. Document results."
MEA01.04,"6. Where feasible, link achievement of performance targets to the organisational reward compensation system."
MEA01.05,"1. Review management responses, options and recommendations to address issues and major deviations."
MEA01.05,2. Ensure that the assignment of responsibility for corrective action is maintained.
MEA01.05,3. Track the results of actions committed.
MEA01.05,4. Report the results to the stakeholders.
MEA02.01,1. Perform internal control monitoring and evaluation activities based on organisational governance standards and industry-accepted frameworks and practices. Include monitoring and evaluation of the efficiency and effectiveness of managerial supervisory reviews.
MEA02.01,"2. Consider independent evaluations of the internal control system (e.g., by internal audit or peers)."
MEA02.01,"3. Identify the boundaries of the IT internal control system (e.g., consider how organisational IT internal controls take into account outsourced and/or offshore development or production activities)."
MEA02.01,"4. Ensure that control activities are in place and exceptions are promptly reported, followed up and analysed, and appropriate corrective actions are prioritised and implemented according to the risk management profile (e.g., classify certain exceptions as a key risk and others as a non-key risk)."
MEA02.01,"5. Maintain the IT internal control system, considering ongoing changes in business and IT risk, the organisational control environment, relevant business and IT processes, and IT risk. If gaps exist, evaluate and recommend changes."
MEA02.01,"6. Regularly evaluate the performance of the IT control framework, benchmarking against industry accepted standards and good practices. Consider formal adoption of a continuous improvement approach to internal control monitoring."
MEA02.01,7. Assess the status of external service providers’ internal controls and confirm that service providers comply with legal and regulatory requirements and contractual obligations.
MEA02.02,1. Understand and prioritise risk to organisational objectives.
MEA02.02,2. Identify key controls and develop a strategy suitable for validating controls.
MEA02.02,3. Identify information that will persuasively indicate whether the internal control environment is operating effectively.
MEA02.02,4. Develop and implement cost-effective procedures to determine that persuasive information is based on the information criteria.
MEA02.02,5. Maintain evidence of control effectiveness.
MEA02.03,"1. Maintain plans and scope and identify evaluation criteria for conducting self-assessments. Plan the communication of results of the self-assessment process to business, IT and general management and the board. Consider internal audit standards in the design of self-assessments."
MEA02.03,"2. Determine the frequency of periodic self-assessments, considering the overall effectiveness and efficiency of ongoing monitoring."
MEA02.03,3. Assign responsibility for self-assessment to appropriate individuals to ensure objectivity and competence.
MEA02.03,4. Provide for independent reviews to ensure objectivity of the self-assessment and enable the sharing of internal control good practices from other enterprises.
MEA02.03,5. Compare the results of the self-assessments against industry standards and good practices.
MEA02.03,6. Summarise and report outcomes of self-assessments and benchmarking for remedial actions.
MEA02.03,"7. Define an agreed-on, consistent approach for performing control self-assessments and co-ordinating with internal and external auditors."
MEA02.04,"1. Identify, report and log control exceptions, and assign responsibility for resolving them and reporting on the status."
